V4	ComiR	DianaMicroTCDS	EIMMO	EMBL	MicroCosm	miRSVR	PicTar	PITA	PITAtop	RNA22	RNAhybrid	MinoTar	TargetScan	TargetSpy
FBgn0012051|dme-miR-14	0.2368	NA	NA	NA	NA	NA	NA	NA	NA	13.031894	NA	NA	NA	NA
FBgn0012051|dme-miR-277	0.2346	NA	0.556	NA	0.0407741	-0.9315	NA	-2	NA	NA	NA	NA	NA	0.984784743741347
FBgn0012051|dme-miR-34	0.2237	NA	NA	NA	NA	NA	NA	NA	NA	23.926601	NA	NA	NA	0.986231112505523
FBgn0012058|dme-miR-14	0.2174	NA	NA	NA	NA	NA	NA	NA	NA	4.030942	NA	NA	NA	NA
FBgn0012058|dme-miR-277	0.2175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0012058|dme-miR-34	0.2162	NA	NA	NA	NA	NA	NA	NA	NA	1.133333	NA	NA	NA	NA
FBgn0012066|dme-miR-14	0.2169	NA	NA	NA	NA	NA	NA	NA	NA	6.500992	NA	NA	NA	NA
FBgn0012066|dme-miR-277	0.2164	NA	NA	NA	NA	NA	NA	NA	NA	3.903453	NA	NA	NA	NA
FBgn0012066|dme-miR-34	0.2168	NA	NA	NA	NA	NA	NA	NA	NA	4.234563	NA	NA	NA	NA
FBgn0012344|dme-miR-14	0.2366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.698231567785715
FBgn0012344|dme-miR-277	0.2405	NA	NA	NA	NA	-0.6814	NA	-6.58	NA	NA	NA	NA	NA	0.723800984760569
FBgn0012344|dme-miR-34	0.2378	NA	NA	NA	NA	NA	NA	NA	NA	9.45535	NA	NA	NA	0.785020484445829
FBgn0013263|dme-miR-14	0.2429	NA	NA	NA	NA	NA	NA	NA	NA	1.010176	NA	NA	NA	0.725565477549458
FBgn0013263|dme-miR-277	0.2379	NA	NA	NA	NA	NA	NA	NA	NA	7.996644	NA	NA	NA	0.998257555307463
FBgn0013263|dme-miR-34	0.9151	0.482	0.363	NA	NA	-0.1784	NA	-6.81	-6.81	118.458433	NA	NA	NA	0.806362941955202
FBgn0013269|dme-miR-14	0.2178	NA	NA	NA	NA	NA	NA	NA	NA	1.168379	NA	NA	NA	NA
FBgn0013269|dme-miR-277	0.2181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.832592647984143
FBgn0013269|dme-miR-34	0.2169	NA	NA	NA	NA	NA	NA	NA	NA	1.408885	NA	NA	NA	0.933162017720623
FBgn0013272|dme-miR-14	0.2372	NA	NA	NA	NA	-0.1613	NA	NA	NA	15.954804	NA	NA	NA	0.913305369929766
FBgn0013272|dme-miR-277	0.2251	NA	NA	NA	NA	-0.4893	NA	NA	NA	8.715072	NA	NA	NA	0.990975821067445
FBgn0013272|dme-miR-34	0.2251	NA	NA	NA	NA	NA	NA	NA	NA	45.986092	NA	NA	NA	0.865924072883197
FBgn0013275|dme-miR-14	0.9125	0.668	0.869	NA	NA	-0.2674	NA	NA	NA	3.895345	NA	NA	0.09901	NA
FBgn0013275|dme-miR-277	0.2197	NA	NA	NA	NA	-0.175	NA	NA	NA	3.768704	NA	NA	NA	NA
FBgn0013275|dme-miR-34	0.22	NA	NA	NA	NA	NA	NA	NA	NA	3.59063	NA	NA	NA	NA
FBgn0013276|dme-miR-14	0.9127	0.757	0.052	NA	NA	-0.179	NA	3.94	NA	3.895345	NA	NA	NA	NA
FBgn0013276|dme-miR-277	0.2206	NA	NA	NA	NA	NA	NA	NA	NA	0.812092	NA	NA	NA	NA
FBgn0013276|dme-miR-34	0.2203	NA	NA	NA	NA	NA	NA	NA	NA	1.459783	NA	NA	NA	NA
FBgn0013277|dme-miR-14	0.2337	NA	NA	NA	NA	NA	NA	NA	NA	1.675	NA	NA	NA	0.761979330847019
FBgn0013277|dme-miR-277	0.2371	NA	NA	NA	NA	NA	NA	1.55	NA	0.812092	NA	NA	NA	NA
FBgn0013277|dme-miR-34	0.2223	NA	NA	NA	NA	NA	NA	NA	NA	1.015	NA	NA	NA	NA
FBgn0013278|dme-miR-14	0.2361	NA	NA	NA	NA	NA	NA	NA	NA	1.675	NA	NA	NA	0.761979330847019
FBgn0013278|dme-miR-277	0.2378	NA	NA	NA	NA	NA	NA	NA	NA	0.812092	NA	NA	NA	0.101822325657884
FBgn0013278|dme-miR-34	0.2231	NA	NA	NA	NA	NA	NA	NA	NA	4.896992	NA	NA	NA	0.997889593120999
FBgn0013279|dme-miR-14	0.2166	NA	NA	NA	NA	NA	NA	NA	NA	1.675	NA	NA	NA	NA
FBgn0013279|dme-miR-277	0.2152	NA	NA	NA	NA	NA	NA	NA	NA	0.812092	NA	NA	NA	NA
FBgn0013279|dme-miR-34	0.216	NA	NA	NA	NA	NA	NA	NA	NA	4.896992	NA	NA	NA	NA
FBgn0013300|dme-miR-14	0.2167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97875222141419
FBgn0013300|dme-miR-277	0.2171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013300|dme-miR-34	0.218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013301|dme-miR-14	0.2331	NA	NA	NA	0.0351386	NA	NA	NA	NA	NA	NA	NA	NA	0.945583759519636
FBgn0013301|dme-miR-277	0.219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.999307783732047
FBgn0013301|dme-miR-34	0.2182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013303|dme-miR-14	0.216	NA	NA	NA	NA	NA	NA	NA	NA	14.014812	NA	NA	NA	NA
FBgn0013303|dme-miR-277	0.2164	0.521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013303|dme-miR-34	0.2157	NA	NA	NA	NA	NA	NA	NA	NA	7.879228	NA	NA	NA	NA
FBgn0013305|dme-miR-14	0.2358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013305|dme-miR-277	0.2236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00317639901163703
FBgn0013305|dme-miR-34	0.2236	NA	NA	NA	NA	NA	NA	NA	NA	15.849285	NA	NA	NA	0.946389686100249
FBgn0013307|dme-miR-14	0.2153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013307|dme-miR-277	0.2155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013307|dme-miR-34	0.2156	NA	NA	NA	NA	NA	NA	NA	NA	9.299647	NA	NA	NA	NA
FBgn0013308|dme-miR-14	0.2155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013308|dme-miR-277	0.2167	NA	NA	NA	NA	NA	NA	NA	NA	0.899274	NA	NA	NA	NA
FBgn0013308|dme-miR-34	0.2157	NA	NA	NA	NA	NA	NA	NA	NA	2.049404	NA	NA	NA	NA
FBgn0013325|dme-miR-14	0.219	NA	NA	NA	NA	NA	NA	NA	NA	0.940348	NA	NA	NA	NA
FBgn0013325|dme-miR-277	0.2176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013325|dme-miR-34	0.2167	NA	NA	NA	NA	NA	NA	NA	NA	0.97179	NA	NA	NA	NA
FBgn0013334|dme-miR-14	0.2221	NA	NA	NA	NA	NA	NA	NA	NA	9.249939	NA	NA	NA	NA
FBgn0013334|dme-miR-277	0.2234	0.846	0.886	NA	NA	NA	2	NA	NA	11.986337	NA	NA	NA	NA
FBgn0013334|dme-miR-34	0.2237	NA	NA	NA	NA	NA	NA	NA	NA	75.490692	NA	NA	NA	0.273175938682217
FBgn0013342|dme-miR-14	0.2237	NA	NA	NA	NA	NA	NA	NA	NA	0.913217	NA	NA	NA	0.878119798092204
FBgn0013342|dme-miR-277	0.2239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0361903997282918
FBgn0013342|dme-miR-34	0.2395	NA	NA	NA	NA	NA	NA	NA	NA	33.450166	NA	NA	NA	0.742931778271557
FBgn0013343|dme-miR-14	0.231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013343|dme-miR-277	0.2207	NA	NA	10.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013343|dme-miR-34	0.2195	NA	NA	NA	NA	NA	NA	NA	NA	7.999676	NA	NA	NA	0.00295531808948183
FBgn0013347|dme-miR-14	0.2196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013347|dme-miR-277	0.2204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013347|dme-miR-34	0.2204	NA	NA	NA	NA	NA	NA	NA	NA	1.086957	NA	NA	NA	0.88067739616422
FBgn0013348|dme-miR-14	0.2186	NA	NA	NA	NA	NA	NA	NA	NA	3.244745	NA	NA	NA	NA
FBgn0013348|dme-miR-277	0.2196	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013348|dme-miR-34	0.219	NA	NA	NA	NA	NA	NA	NA	NA	1.012958	NA	NA	NA	NA
FBgn0013432|dme-miR-14	0.2372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.289665621576263
FBgn0013432|dme-miR-277	0.2218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013432|dme-miR-34	0.2226	NA	NA	NA	NA	NA	NA	NA	NA	3.289913	NA	NA	NA	0.000261694522113822
FBgn0013433|dme-miR-14	0.2384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.137904479621078
FBgn0013433|dme-miR-277	0.8837	0.994	0.901	10.81	NA	-1.0928	NA	-4.93	-4.93	5.746017	NA	NA	0.09901	0.997745641215658
FBgn0013433|dme-miR-34	0.2251	NA	NA	NA	NA	NA	NA	NA	NA	1.079197	NA	NA	NA	0.510674816323624
FBgn0013435|dme-miR-14	0.2158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013435|dme-miR-277	0.2153	NA	NA	NA	NA	NA	NA	NA	NA	0.356764	NA	NA	NA	NA
FBgn0013435|dme-miR-34	0.2153	NA	NA	NA	0.0270193	NA	NA	NA	NA	5.277287	NA	NA	NA	NA
FBgn0013442|dme-miR-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.960505	NA	NA	NA	NA
FBgn0013442|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.135819	NA	NA	NA	NA
FBgn0013467|dme-miR-14	0.242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.106650661204741
FBgn0013467|dme-miR-277	0.2394	0.555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.352592066238827
FBgn0013467|dme-miR-34	0.2426	NA	NA	NA	NA	NA	NA	-0.94	NA	4.770632	NA	NA	NA	0.881130043565542
FBgn0013469|dme-miR-14	0.9149	0.98	0.886	14.86	0.0163314	-0.486	3	0.29	0.29	2.267833	NA	0.79	0.31001	0.997601687056968
FBgn0013469|dme-miR-277	0.2344	0.584	NA	NA	NA	-0.0066	NA	6.86	NA	NA	NA	NA	NA	0.998565158786109
FBgn0013469|dme-miR-34	0.2383	NA	NA	NA	NA	NA	NA	NA	NA	4.839309	NA	NA	NA	0.991124186518413
FBgn0013531|dme-miR-14	0.2198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013531|dme-miR-277	0.2199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000251821416993885
FBgn0013531|dme-miR-34	0.2203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00515199560568683
FBgn0013548|dme-miR-14	0.2356	NA	NA	NA	NA	NA	NA	NA	NA	2.835419	NA	NA	NA	0.847079207829505
FBgn0013548|dme-miR-277	0.2206	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA
FBgn0013548|dme-miR-34	0.2198	NA	NA	NA	NA	NA	NA	NA	NA	7.208653	NA	NA	NA	0.00193488703391095
FBgn0013563|dme-miR-14	0.22	NA	NA	NA	0.00543438	-0.1864	NA	NA	NA	8.939614	NA	NA	NA	NA
FBgn0013563|dme-miR-277	0.2201	NA	NA	NA	NA	NA	NA	NA	NA	1.593246	NA	0.9	NA	0.568827765685393
FBgn0013563|dme-miR-34	0.2202	NA	NA	NA	NA	NA	NA	NA	NA	10.952517	NA	NA	NA	NA
FBgn0013576|dme-miR-14	0.2414	0.467	NA	NA	NA	NA	NA	NA	NA	180.349272	NA	0.78	NA	0.998082781960076
FBgn0013576|dme-miR-277	0.2364	NA	NA	NA	NA	NA	NA	NA	NA	98.907056	NA	NA	NA	0.972216385516849
FBgn0013576|dme-miR-34	0.2381	NA	NA	NA	NA	NA	NA	NA	NA	87.828575	NA	NA	NA	0.948404412109894
FBgn0013591|dme-miR-14	0.2224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013591|dme-miR-277	0.2349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013591|dme-miR-34	0.2218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013717|dme-miR-14	0.2349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013717|dme-miR-277	0.2324	NA	NA	NA	NA	NA	NA	NA	NA	1.231818	NA	NA	NA	NA
FBgn0013717|dme-miR-34	0.2226	NA	NA	NA	NA	NA	NA	NA	NA	5.716422	NA	NA	NA	0.729682338449514
FBgn0013718|dme-miR-14	0.2416	0.459	NA	NA	0.0447868	NA	NA	-4.76	NA	43.18836	NA	0.47	NA	0.998565158786109
FBgn0013718|dme-miR-277	0.2425	NA	NA	NA	NA	NA	NA	-1.92	NA	9.505415	NA	NA	NA	0.0227038738666467
FBgn0013718|dme-miR-34	0.2397	NA	NA	NA	NA	NA	NA	NA	NA	26.778088	NA	NA	NA	0.868776385011984
FBgn0013720|dme-miR-14	0.225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0168258466156867
FBgn0013720|dme-miR-277	0.2388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.925777140722474
FBgn0013720|dme-miR-34	0.2412	NA	NA	NA	NA	-0.0139	NA	-7.62	NA	9.349344	NA	NA	NA	0.65143178172468
FBgn0013725|dme-miR-14	0.2225	NA	NA	NA	NA	NA	NA	NA	NA	0.846856	NA	NA	NA	NA
FBgn0013725|dme-miR-277	0.2227	NA	NA	NA	NA	NA	NA	NA	NA	5.049847	NA	NA	NA	0.964581150495419
FBgn0013725|dme-miR-34	0.2228	NA	NA	NA	NA	NA	NA	NA	NA	15.962131	NA	NA	NA	0.939183201247865
FBgn0013726|dme-miR-14	0.224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013726|dme-miR-277	0.9183	0.916	0.886	8.59	NA	-1.5548	NA	-3.37	-1.94	3.295331	NA	NA	0.32202	0.214760571058018
FBgn0013726|dme-miR-34	0.2238	NA	NA	NA	NA	NA	NA	NA	NA	4.800086	NA	NA	NA	0.995301819270993
FBgn0013732|dme-miR-14	0.2243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013732|dme-miR-277	0.2369	0.451	NA	NA	NA	NA	NA	1.8	NA	0.827133	NA	NA	NA	0.0033825311168463
FBgn0013732|dme-miR-34	0.2383	NA	NA	NA	NA	NA	NA	NA	NA	7.501883	NA	NA	NA	0.729682338449514
FBgn0013733|dme-miR-14	0.2423	NA	NA	NA	NA	NA	NA	NA	NA	684.635502	NA	NA	NA	0.992320511578498
FBgn0013733|dme-miR-277	0.2255	0.64	NA	NA	NA	-0.1807	NA	NA	NA	138.90547	NA	NA	NA	0.641012643011372
FBgn0013733|dme-miR-34	0.2397	NA	NA	NA	NA	NA	NA	NA	NA	754.392278999999	NA	NA	NA	0.9762241442443
FBgn0013745|dme-miR-14	0.2166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013745|dme-miR-277	0.2165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013745|dme-miR-34	0.2173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0213828067433445
FBgn0013746|dme-miR-14	0.242	NA	NA	NA	NA	-0.0076	NA	-2.84	NA	2.243557	NA	NA	NA	0.0136686804849292
FBgn0013746|dme-miR-277	0.2376	NA	NA	NA	NA	NA	NA	-0.1	NA	0.921343	NA	NA	NA	0.513450368755637
FBgn0013746|dme-miR-34	0.2418	NA	NA	NA	NA	-0.4817	NA	-8.03	NA	7.276759	NA	NA	NA	0.99311233149477
FBgn0013749|dme-miR-14	0.2197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013749|dme-miR-277	0.2182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013749|dme-miR-34	0.2184	NA	NA	NA	NA	NA	NA	NA	NA	0.983601	NA	NA	NA	NA
FBgn0013750|dme-miR-14	0.235	NA	NA	NA	NA	NA	NA	NA	NA	8.211698	NA	NA	NA	NA
FBgn0013750|dme-miR-277	0.2237	NA	NA	NA	NA	-0.1057	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013750|dme-miR-34	0.224	NA	NA	NA	NA	NA	NA	NA	NA	34.218056	NA	NA	NA	0.233490372307835
FBgn0013751|dme-miR-14	0.2408	NA	NA	NA	NA	NA	NA	4.61	NA	2.711545	NA	NA	NA	0.856201429466103
FBgn0013751|dme-miR-277	0.8816	0.465	0.556	NA	NA	-0.981	NA	NA	NA	0.766962	NA	NA	NA	0.999595144625631
FBgn0013751|dme-miR-34	0.241	NA	NA	NA	NA	NA	NA	NA	NA	7.545618	NA	NA	NA	0.76533862198638
FBgn0013753|dme-miR-14	0.2375	NA	NA	NA	NA	NA	NA	NA	NA	0.951893	NA	NA	NA	NA
FBgn0013753|dme-miR-277	0.2222	NA	NA	NA	NA	NA	NA	NA	NA	4.331642	NA	NA	NA	NA
FBgn0013753|dme-miR-34	0.222	NA	NA	NA	NA	NA	NA	NA	NA	0.907257	NA	NA	NA	0.0187300452535633
FBgn0013755|dme-miR-14	0.2159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013755|dme-miR-277	0.2162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013755|dme-miR-34	0.2168	NA	NA	NA	NA	NA	NA	NA	NA	3.118478	NA	NA	NA	NA
FBgn0013756|dme-miR-14	0.2218	NA	NA	NA	NA	NA	NA	NA	NA	6.750057	NA	NA	NA	0.0100252338166433
FBgn0013756|dme-miR-277	0.8819	0.813	0.556	NA	NA	-0.0516	NA	0.71	NA	NA	NA	NA	0.09901	0.998187729470203
FBgn0013756|dme-miR-34	0.2212	NA	NA	NA	NA	NA	NA	NA	NA	13.586903	NA	NA	NA	0.544479475189394
FBgn0013759|dme-miR-14	0.2405	NA	NA	NA	NA	NA	NA	-1.21	NA	24.941665	NA	NA	NA	0.945606935347996
FBgn0013759|dme-miR-277	0.8843	0.489	0.556	NA	NA	-0.0627	NA	-1.91	NA	NA	NA	NA	NA	0.972659586198821
FBgn0013759|dme-miR-34	0.2396	NA	NA	NA	NA	-0.032	NA	0.65	NA	50.385735	NA	NA	NA	0.963322510233954
FBgn0013762|dme-miR-14	0.2386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013762|dme-miR-277	0.2349	0.528	NA	NA	NA	NA	NA	3.81	NA	NA	NA	NA	NA	NA
FBgn0013762|dme-miR-34	0.2239	NA	NA	NA	NA	NA	NA	NA	NA	4.318886	NA	NA	NA	0.260158153852695
FBgn0013763|dme-miR-14	0.2187	NA	NA	NA	NA	NA	NA	NA	NA	1.111631	NA	NA	NA	NA
FBgn0013763|dme-miR-277	0.2177	0.468	NA	NA	NA	NA	NA	NA	NA	0.880257	NA	NA	NA	NA
FBgn0013763|dme-miR-34	0.2168	NA	NA	NA	NA	NA	NA	NA	NA	0.926091	NA	NA	NA	NA
FBgn0013764|dme-miR-14	0.2205	NA	NA	NA	NA	NA	NA	NA	NA	4.127918	NA	0.91	NA	NA
FBgn0013764|dme-miR-277	0.2316	NA	NA	NA	NA	-0.1187	NA	2.23	NA	1.787584	NA	NA	NA	NA
FBgn0013764|dme-miR-34	0.2374	0.486	NA	NA	NA	-0.1026	NA	-3.22	NA	NA	NA	NA	NA	0.993323486515276
FBgn0013765|dme-miR-14	0.9155	0.822	0.706	11.47	NA	-0.9756	NA	0.4	NA	20.925912	NA	NA	0.16101	0.97456915255036
FBgn0013765|dme-miR-277	0.8836	0.698	0.845	6.43	NA	-0.8831	NA	-3.32	-3.32	6.234598	NA	NA	0.16101	0.99961459308989
FBgn0013765|dme-miR-34	0.2388	NA	NA	NA	0.0470744	-0.0205	4	-8.69	NA	72.673048	NA	NA	NA	0.339772598933541
FBgn0013767|dme-miR-14	0.2298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013767|dme-miR-277	0.218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013767|dme-miR-34	0.2172	NA	NA	NA	NA	NA	NA	NA	NA	1.832609	NA	NA	NA	NA
FBgn0013770|dme-miR-14	0.2347	NA	NA	NA	NA	NA	NA	NA	NA	1.589716	NA	NA	NA	NA
FBgn0013770|dme-miR-277	0.2212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013770|dme-miR-34	0.2212	NA	NA	NA	NA	NA	NA	NA	NA	13.522648	NA	NA	NA	NA
FBgn0013771|dme-miR-14	0.235	NA	NA	NA	NA	NA	NA	NA	NA	1.010947	NA	NA	NA	NA
FBgn0013771|dme-miR-277	0.2328	NA	NA	NA	NA	-0.0182	NA	6.33	NA	0.553389	NA	NA	NA	NA
FBgn0013771|dme-miR-34	0.2227	NA	NA	NA	NA	NA	NA	NA	NA	1.967743	NA	NA	NA	0.0213828067433445
FBgn0013772|dme-miR-14	0.9065	NA	0.006	NA	NA	-0.1318	NA	NA	NA	1.031049	NA	NA	NA	0.0410423817932054
FBgn0013772|dme-miR-277	0.2349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.984311117851475
FBgn0013772|dme-miR-34	0.2208	NA	NA	NA	NA	NA	NA	NA	NA	3.071485	NA	NA	NA	0.972898535934956
FBgn0013773|dme-miR-14	0.2177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013773|dme-miR-277	0.2178	0.468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013773|dme-miR-34	0.2304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013799|dme-miR-14	0.2341	NA	NA	NA	NA	NA	NA	NA	NA	1.84562	NA	NA	NA	NA
FBgn0013799|dme-miR-277	0.222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013799|dme-miR-34	0.222	NA	NA	NA	NA	NA	NA	NA	NA	4.18872	NA	NA	NA	0.941324396738246
FBgn0013809|dme-miR-14	0.2176	NA	NA	NA	NA	NA	NA	NA	NA	8.814407	NA	NA	NA	NA
FBgn0013809|dme-miR-277	0.2172	NA	NA	NA	NA	NA	NA	NA	NA	1.200603	NA	NA	NA	NA
FBgn0013809|dme-miR-34	0.2184	NA	NA	NA	NA	NA	NA	NA	NA	21.250769	NA	0.4	NA	NA
FBgn0013810|dme-miR-14	0.2303	0.464	NA	NA	NA	NA	NA	NA	NA	8.820047	NA	0.63	NA	NA
FBgn0013810|dme-miR-277	0.2161	NA	NA	NA	NA	NA	NA	NA	NA	5.60516	NA	NA	NA	NA
FBgn0013810|dme-miR-34	0.2173	NA	NA	NA	NA	NA	NA	NA	NA	34.228727	NA	NA	NA	NA
FBgn0013811|dme-miR-14	0.2183	NA	NA	NA	NA	NA	NA	NA	NA	18.000727	NA	NA	NA	NA
FBgn0013811|dme-miR-277	0.875	0.53	NA	NA	NA	-0.0549	NA	-1.9	NA	6.029108	NA	NA	NA	NA
FBgn0013811|dme-miR-34	0.2173	NA	NA	NA	NA	NA	NA	NA	NA	6.72653	NA	NA	NA	NA
FBgn0013812|dme-miR-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.550316	NA	NA	NA	NA
FBgn0013812|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.938911	NA	NA	NA	NA
FBgn0013813|dme-miR-14	NA	NA	0.038	NA	0.0121312	NA	NA	NA	NA	49.824676	NA	NA	NA	NA
FBgn0013813|dme-miR-277	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.677492	5.607823328	NA	NA	NA
FBgn0013813|dme-miR-34	NA	0.487	NA	NA	NA	NA	NA	NA	NA	78.947856	NA	NA	NA	NA
FBgn0013948|dme-miR-14	0.2437	NA	NA	NA	NA	NA	NA	-9.36	NA	2.91436	NA	NA	NA	0.845667848579978
FBgn0013948|dme-miR-277	0.9231	0.788	0.793	6.43	NA	-0.0742	NA	2.8	4.17	1.111765	NA	NA	0.42103	0.99757877298918
FBgn0013948|dme-miR-34	0.2434	NA	NA	NA	NA	NA	NA	-0.1	NA	23.324824	NA	NA	NA	0.988832213080965
FBgn0013949|dme-miR-14	0.2208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013949|dme-miR-277	0.2203	NA	NA	NA	NA	NA	NA	NA	NA	1.86	NA	NA	NA	0.301204400546816
FBgn0013949|dme-miR-34	0.2197	NA	NA	NA	NA	NA	NA	NA	NA	5.28284	NA	NA	NA	0.00112961507060682
FBgn0013953|dme-miR-14	0.2339	NA	NA	NA	NA	NA	NA	NA	NA	1.930796	NA	NA	NA	NA
FBgn0013953|dme-miR-277	0.2331	NA	NA	NA	0.0079151	NA	NA	-2.02	NA	3.075944	NA	NA	NA	NA
FBgn0013953|dme-miR-34	0.22	NA	NA	NA	NA	NA	NA	NA	NA	5.434796	NA	NA	NA	NA
FBgn0013954|dme-miR-14	0.2198	NA	NA	NA	NA	NA	NA	NA	NA	0.789374	NA	NA	NA	NA
FBgn0013954|dme-miR-277	0.2354	0.62	NA	NA	NA	-0.0183	NA	-6.29	NA	NA	NA	NA	NA	0.998187729470203
FBgn0013954|dme-miR-34	0.2339	NA	NA	NA	NA	NA	NA	NA	NA	3.86563	NA	NA	NA	0.000550181638770765
FBgn0013955|dme-miR-14	0.222	NA	NA	NA	NA	NA	NA	NA	NA	18.178894	NA	NA	NA	NA
FBgn0013955|dme-miR-277	0.2217	0.496	NA	NA	NA	NA	NA	NA	NA	16.980424	NA	NA	NA	NA
FBgn0013955|dme-miR-34	0.2353	NA	NA	NA	NA	NA	NA	-2.54	NA	14.107748	NA	NA	NA	0.456590102729096
FBgn0013969|dme-miR-14	0.2304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013969|dme-miR-277	0.2173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013969|dme-miR-34	0.219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0013972|dme-miR-14	0.2196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
